#Parameters = {a=0.5; d=0.035; h=9; p=3; phi=0; r_1=2; r_2=2.7; s=0.2; t=0.2; theta=0; w=12}
#"Frequency / GHz"	"SZmax(2),Zmax(1) [Magnitude / dB]"
#-----------------------------------------------------
11.300000000000	-63.974981667604
11.310000000000	-63.959137735829
11.320000000000	-63.943320313827
11.330000000000	-63.927530104955
11.340000000000	-63.911767828203
11.350000000000	-63.896034218324
11.360000000000	-63.880330025960
11.370000000000	-63.864656017762
11.380000000000	-63.849012976513
11.390000000000	-63.833401701246
11.400000000000	-63.817823007358
11.410000000000	-63.802277726719
11.420000000000	-63.786766707784
11.430000000000	-63.771290815696
11.440000000000	-63.755850932388
11.450000000000	-63.740447956677
11.460000000000	-63.725082804365
11.470000000000	-63.709756408318
11.480000000000	-63.694469718562
11.490000000000	-63.679223702356
11.500000000000	-63.664019344271
11.510000000000	-63.648857646265
11.520000000000	-63.633739627742
11.530000000000	-63.618666325621
11.540000000000	-63.603638794390
11.550000000000	-63.588658106153
11.560000000000	-63.573725350683
11.570000000000	-63.558841635454
11.580000000000	-63.544008085678
11.590000000000	-63.529225844333
11.600000000000	-63.514496072181
11.610000000000	-63.499819947787
11.620000000000	-63.485198667519
11.630000000000	-63.470633445557
11.640000000000	-63.456125513879
11.650000000000	-63.441676122251
11.660000000000	-63.427286538204
11.670000000000	-63.412958047006
11.680000000000	-63.398691951620
11.690000000000	-63.384489572662
11.700000000000	-63.370352248347
11.710000000000	-63.356281334423
11.720000000000	-63.342278204101
11.730000000000	-63.328344247974
11.740000000000	-63.314480873925
11.750000000000	-63.300689507030
11.760000000000	-63.286971589447
11.770000000000	-63.273328580295
11.780000000000	-63.259761955526
11.790000000000	-63.246273207786
11.800000000000	-63.232863846263
11.810000000000	-63.219535396525
11.820000000000	-63.206289400350
11.830000000000	-63.193127415540
11.840000000000	-63.180051015729
11.850000000000	-63.167061790174
11.860000000000	-63.154161343540
11.870000000000	-63.141351295667
11.880000000000	-63.128633281330
11.890000000000	-63.116008949985
11.900000000000	-63.103479965500
11.910000000000	-63.091048005879
11.920000000000	-63.078714762968
11.930000000000	-63.066481942151
11.940000000000	-63.054351262034
11.950000000000	-63.042324454109
11.960000000000	-63.030403262415
11.970000000000	-63.018589443180
11.980000000000	-63.006884764445
11.990000000000	-62.995291005688
12.000000000000	-62.983809957419
12.010000000000	-62.972443420770
12.020000000000	-62.961193207070
12.030000000000	-62.950061137408
12.040000000000	-62.939049042175
12.050000000000	-62.928158760600
12.060000000000	-62.917392140269
12.070000000000	-62.906751036630
12.080000000000	-62.896237312483
12.090000000000	-62.885852837461
12.100000000000	-62.875599487489
12.110000000000	-62.865479144239
12.120000000000	-62.855493694564
12.130000000000	-62.845645029922
12.140000000000	-62.835935045783
12.150000000000	-62.826365641030
12.160000000000	-62.816938717340
12.170000000000	-62.807656178553
12.180000000000	-62.798519930033
12.190000000000	-62.789531878011
12.200000000000	-62.780693928916
12.210000000000	-62.772007988701
12.220000000000	-62.763475962148
12.230000000000	-62.755099752166
12.240000000000	-62.746881259078
12.250000000000	-62.738822379897
12.260000000000	-62.730925007590
12.270000000000	-62.723191030331
12.280000000000	-62.715622330750
12.290000000000	-62.708220785167
12.300000000000	-62.700988262816
12.310000000000	-62.693926625065
12.320000000000	-62.687037724630
12.330000000000	-62.680323404770
12.340000000000	-62.673785498488
12.350000000000	-62.667425827719
12.360000000000	-62.661246202512
12.370000000000	-62.655248420209
12.380000000000	-62.649434264617
12.390000000000	-62.643805505177
12.400000000000	-62.638363896130
12.410000000000	-62.633111175676
12.420000000000	-62.628049065139
12.430000000000	-62.623179268122
12.440000000000	-62.618503469662
12.450000000000	-62.614023335393
12.460000000000	-62.609740510700
12.470000000000	-62.605656619877
12.480000000000	-62.601773265290
12.490000000000	-62.598092026539
12.500000000000	-62.594614459624
12.510000000000	-62.591342096118
12.520000000000	-62.588276442343
12.530000000000	-62.585418978549
12.540000000000	-62.582771158106
12.550000000000	-62.580334406696
12.560000000000	-62.578110121521
12.570000000000	-62.576099670511
12.580000000000	-62.574304391550
12.590000000000	-62.572725591708
12.600000000000	-62.571364546486
12.610000000000	-62.570222499070
12.620000000000	-62.569300659604
12.630000000000	-62.568600204471
12.640000000000	-62.568122275590
12.650000000000	-62.567867979731
12.660000000000	-62.567838387840
12.670000000000	-62.568034534392
12.680000000000	-62.568457416745
12.690000000000	-62.569107994527
12.700000000000	-62.569987189035
