#Parameters = {a=0.5; d=0.035; h=9; p=3; phi=0; r_1=2; r_2=2.7; s=0.2; t=0.2; theta=0; w=12}
#"Wavelength / nm"	"R_Zmax(1),Zmax(1) [Magnitude / dB]"
#------------------------------------------------------
82360565.384615	-17.651095646119
82587453.994490	-17.585640490028
82815596.132597	-17.516987719218
83045002.216066	-17.445207364020
83275682.777778	-17.370375025095
83507648.467967	-17.292571365542
83740910.055866	-17.211881585852
83975478.431373	-17.128394888422
84211364.606742	-17.042203938050
84448579.718310	-16.953404324510
84687135.028249	-16.862094032841
84927041.926346	-16.768372926469
85168311.931818	-16.672342247682
85410956.695157	-16.574104139396
85654988.000000	-16.473761191473
85900417.765043	-16.371416014262
86147258.045977	-16.267170841395
86395521.037464	-16.161127163275
86645219.075145	-16.053385392166
86896364.637681	-15.944044559269
87148970.348837	-15.833202043720
87403048.979592	-15.720953333046
87658613.450292	-15.607391814279
87915676.832845	-15.492608594623
88174252.352941	-15.376692350354
88434353.392330	-15.259729202430
88695993.491124	-15.141802617172
88959186.350148	-15.022993330259
89223945.833333	-14.903379292259
89490285.970149	-14.783035633853
89758220.958084	-14.662034648963
90027765.165165	-14.540445793998
90298933.132530	-14.418335701483
90571739.577039	-14.295768206431
90846199.393939	-14.172804383873
91122327.659574	-14.049502596058
91400139.634146	-13.925918547934
91679650.764526	-13.802105349632
91960876.687117	-13.678113584738
92243833.230769	-13.553991383294
92528536.419753	-13.429784498517
92815002.476780	-13.305536386346
93103247.826087	-13.181288287024
93393289.096573	-13.057079307987
93685143.125000	-12.932946507440
93978826.959248	-12.808924978050
94274357.861635	-12.685047930285
94571753.312303	-12.561346774967
94871031.012658	-12.437851204693
95172208.888889	-12.314589273807
95475305.095541	-12.191587476680
95780338.019169	-12.068870824077
96087326.282051	-11.946462917460
96396288.745981	-11.824386021064
96707244.516129	-11.702661131676
97020212.944984	-11.581308046019
97335213.636364	-11.460345425709
97652266.449511	-11.339790859736
97971391.503268	-11.219660924485
98292609.180328	-11.099971241279
98615940.131579	-10.980736531481
98941405.280528	-10.861970669175
99269025.827815	-10.743686731475
99598823.255814	-10.625897046499
99930819.333333	-10.508613239075
100265036.12040	-10.391846274233
100601495.97315	-10.275606498546
100940221.54882	-10.159903679382
101281235.81081	-10.044747042151
101624562.03390	-9.9301453055996
101970223.80952	-9.8161067152279
102318245.05119	-9.7026390749105
102668650.00000	-9.5897497767748
103021463.23024	-9.4774458294182
103376709.65517	-9.3657338845259
103734414.53287	-9.2546202619589
104094603.47222	-9.1441109733773
104457302.43902	-9.0342117444600
104822537.76224	-8.9249280357853
105190336.14035	-8.8162650624299
105560724.64789	-8.7082278123447
105933730.74205	-8.6008210635622
106309382.26950	-8.4940494002894
106687707.47331	-8.3879172279372
107068735.00000	-8.2824287871345
107452493.90681	-8.1775881667757
107839013.66906	-8.0733993161450
108228324.18773	-7.9698660561620
108620455.79710	-7.8669920897876
109015439.27273	-7.7647810116325
109413305.83942	-7.6632363168023
109814087.17949	-7.5623614090185
110217815.44118	-7.4621596080462
110624523.24723	-7.3626341564636
111034243.70370	-7.2637882258032
