lambda	A
88695993.491124	0.96939302948826
88959186.350148	0.96854416212612
89223945.833333	0.96766576087126
89490285.970149	0.96675724596528
89758220.958084	0.96581803071446
90027765.165165	0.96484752158060
90298933.132530	0.96384511828236
90571739.577039	0.96281021390755
90846199.393939	0.96174219503679
91122327.659574	0.96064044187915
91400139.634146	0.95950432841999
91679650.764526	0.95833322258167
91960876.687117	0.95712648639749
92243833.230769	0.95588347619941
92528536.419753	0.95460354281999
92815002.476780	0.95328603180910
93103247.826087	0.95193028366575
93393289.096573	0.95053563408577
93685143.125000	0.94910141422560
93978826.959248	0.94762695098285
94274357.861635	0.94611156729402
94571753.312303	0.94455458244995
94871031.012658	0.94295531242945
95172208.888889	0.94131307025160
95475305.095541	0.93962716634719
95780338.019169	0.93789690894978
96087326.282051	0.93612160450683
96396288.745981	0.93430055811137
96707244.516129	0.93243307395457
97020212.944984	0.93051845579972
97335213.636364	0.92855600747798
97652266.449511	0.92654503340617
97971391.503268	0.92448483912719
98292609.180328	0.92237473187313
98615940.131579	0.92021402115155
98941405.280528	0.91800201935513
99269025.827815	0.91573804239492
99598823.255814	0.91342141035739
99930819.333333	0.91105144818545
100265036.12040	0.90862748638355
100601495.97315	0.90614886174691
100940221.54882	0.90361491811489
101281235.81081	0.90102500714849
101624562.03390	0.89837848913194
101970223.80952	0.89567473379806
102318245.05119	0.89291312117736
102668650.00000	0.89009304247054
103021463.23024	0.88721390094397
103376709.65517	0.88427511284782
103734414.53287	0.88127610835630
104094603.47222	0.87821633252948
104457302.43902	0.87509524629591
104822537.76224	0.87191232745546
105190336.14035	0.86866707170141
105560724.64789	0.86535899366089
105933730.74205	0.86198762795274
106309382.26950	0.85855253026156
106687707.47331	0.85505327842674
107068735.00000	0.85148947354524
107452493.90681	0.84786074108660
107839013.66906	0.84416673201869
108228324.18773	0.84040712394257
108620455.79710	0.83658162223470
109015439.27273	0.83268996119466
109413305.83942	0.82873190519640
109814087.17949	0.82470724984100
110217815.44118	0.82061582310872
110624523.24723	0.81645748650808
111034243.70370	0.81223213621955
