#Parameters = {a=0.5; d=0.035; h=9; p=3; phi=0; r_1=2; r_2=2.7; s=0.2; t=0.2; theta=0; w=12}
#"Wavelength / nm"	"T_Zmax(2),Zmax(1) [Magnitude]"
#-------------------------------------------------
56035973.457944	4.2551430299554e-08
56140909.737828	4.2481606977008e-08
56246239.774859	4.2412589762263e-08
56351965.789474	4.2344377547408e-08
56458090.018832	4.2276969265268e-08
56564614.716981	4.2210363889111e-08
56671542.155009	4.2144560432343e-08
56778874.621212	4.2079557948203e-08
56886614.421252	4.2015355529444e-08
56994763.878327	4.1951952308004e-08
57103325.333333	4.1889347454673e-08
57212301.145038	4.1827540178747e-08
57321693.690249	4.1766529727678e-08
57431505.363985	4.1706315386706e-08
57541738.579654	4.1646896478490e-08
57652395.769231	4.1588272362721e-08
57763479.383430	4.1530442435728e-08
57874991.891892	4.1473406130075e-08
57986935.783366	4.1417162914142e-08
58099313.565891	4.1361712291696e-08
58212127.766990	4.1307053801450e-08
58325380.933852	4.1253187016611e-08
58439075.633528	4.1200111544413e-08
58553214.453125	4.1147827025633e-08
58667800.000000	4.1096333134102e-08
58782834.901961	4.1045629576194e-08
58898321.807466	4.0995716090300e-08
59014263.385827	4.0946592446292e-08
59130662.327416	4.0898258444968e-08
59247521.343874	4.0850713917478e-08
59364843.168317	4.0803958724734e-08
59482630.555556	4.0757992756809e-08
59600886.282306	4.0712815932306e-08
59719613.147410	4.0668428197720e-08
59838813.972056	4.0624829526769e-08
59958491.600000	4.0582019919715e-08
60078648.897796	4.0539999402657e-08
60199288.755020	4.0498768026806e-08
60320414.084507	4.0458325867737e-08
60442027.822581	4.0418673024618e-08
60564132.929293	4.0379809619414e-08
60686732.388664	4.0341735796066e-08
60809829.208925	4.0304451719649e-08
60933426.422764	4.0267957575499e-08
61057527.087576	4.0232253568313e-08
61182134.285714	4.0197339921225e-08
61307251.124744	4.0163216874849e-08
61432880.737705	4.0129884686292e-08
61559026.283368	4.0097343628140e-08
61685690.946502	4.0065593987409e-08
61812877.938144	4.0034636064464e-08
61940590.495868	4.0004470171901e-08
62068831.884058	3.9975096633402e-08
62197605.394191	3.9946515782544e-08
62326914.345114	3.9918727961575e-08
62456762.083333	3.9891733520155e-08
62587151.983299	3.9865532814051e-08
62718087.447699	3.9840126203794e-08
62849571.907757	3.9815514053292e-08
62981608.823529	3.9791696728405e-08
63114201.684211	3.9768674595464e-08
63247354.008439	3.9746448019753e-08
63381069.344609	3.9725017363944e-08
63515351.271186	3.9704382986469e-08
63650203.397028	3.9684545239859e-08
63785629.361702	3.9665504469020e-08
63921632.835821	3.9647261009452e-08
64058217.521368	3.9629815185425e-08
64195387.152034	3.9613167308082e-08
64333145.493562	3.9597317673496e-08
64471496.344086	3.9582266560655e-08
64610443.534483	3.9568014229394e-08
64749990.928726	3.9554560918255e-08
64890142.424242	3.9541906842284e-08
65030901.952278	3.9530052190757e-08
65172273.478261	3.9518997124837e-08
65314261.002179	3.9508741775159e-08
65456868.558952	3.9499286239337e-08
65600100.218818	3.9490630579398e-08
65743960.087719	3.9482774819133e-08
65888452.307692	3.9475718941368e-08
66033581.057269	3.9469462885153e-08
66179350.551876	3.9464006542862e-08
66325765.044248	3.9459349757204e-08
66472828.824834	3.9455492318146e-08
66620546.222222	3.9452433959741e-08
66768921.603563	3.9450174356858e-08
66917959.375000	3.9448713121814e-08
67067663.982103	3.9448049800907e-08
67218039.910314	3.9448183870841e-08
67369091.685393	3.9449114735045e-08
67520823.873874	3.9450841719885e-08
67673241.083521	3.9453364070758e-08
67826347.963801	3.9456680948075e-08
67980149.206349	3.9460791423122e-08
68134649.545455	3.9465694473801e-08
68289853.758542	3.9471388980244e-08
68445766.666667	3.9477873720305e-08
68602393.135011	3.9485147364911e-08
68759738.073394	3.9493208473289e-08
68917806.436782	3.9502055488045e-08
69076603.225806	3.9511686730113e-08
69236133.487298	3.9522100393553e-08
69396402.314815	3.9533294540198e-08
69557414.849188	3.9545267094162e-08
69719176.279070	3.9558015836183e-08
69881691.841492	3.9571538397810e-08
70044966.822430	3.9585832255434e-08
70209006.557377	3.9600894724149e-08
70373816.431925	3.9616722951448e-08
70539401.882353	3.9633313910743e-08
70705768.396226	3.9650664394719e-08
70872921.513002	3.9668771008497e-08
71040866.824645	3.9687630162628e-08
71209609.976247	3.9707238065891e-08
71379156.666667	3.9727590717911e-08
71549512.649165	3.9748683901576e-08
71720683.732057	3.9770513175270e-08
71892675.779377	3.9793073864897e-08
72065494.711538	3.9816361055709e-08
72239146.506024	3.9840369583930e-08
72413637.198068	3.9865094028168e-08
72588972.881356	3.9890528700622e-08
72765159.708738	3.9916667638073e-08
72942203.892944	3.9943504592660e-08
73120111.707317	3.9971033022434e-08
73298889.486553	3.9999246081703e-08
73478543.627451	4.0028136611139e-08
73659080.589681	4.0057697127673e-08
73840506.896552	4.0087919814162e-08
74022829.135802	4.0118796508821e-08
74206053.960396	4.0150318694437e-08
74390188.089330	4.0182477487349e-08
74575238.308458	4.0215263626194e-08
74761211.471322	4.0248667460434e-08
74948114.500000	4.0282678938645e-08
75135954.385965	4.0317287596576e-08
75324738.190955	4.0352482544988e-08
75514473.047859	4.0388252457261e-08
75705166.161616	4.0424585556775e-08
75896824.810127	4.0461469604077e-08
76089456.345178	4.0498891883818e-08
76283068.193384	4.0536839191488e-08
76477667.857143	4.0575297819928e-08
76673262.915601	4.0614253545649e-08
76869861.025641	4.0653691614936e-08
77067469.922879	4.0693596729777e-08
77266097.422680	4.0733953033592e-08
77465751.421189	4.0774744096789e-08
77666439.896373	4.0815952902156e-08
77868170.909091	4.0857561830089e-08
78070952.604167	4.0899552643678e-08
78274793.211488	4.0941906473655e-08
78479701.047120	4.0984603803223e-08
78685684.514436	4.1027624452780e-08
78892752.105263	4.1070947564549e-08
79100912.401055	4.1114551587139e-08
79310174.074074	4.1158414260050e-08
79520545.888594	4.1202512598141e-08
79732036.702128	4.1246822876092e-08
79944655.466667	4.1291320612870e-08
80158411.229947	4.1335980556236e-08
80373313.136729	4.1380776667311e-08
80589370.430108	4.1425682105232e-08
80806592.452830	4.1470669211933e-08
81024988.648649	4.1515709497077e-08
81244568.563686	4.1560773623176e-08
81465341.847826	4.1605831390935e-08
81687318.256131	4.1650851724856e-08
81910507.650273	4.1695802659154e-08
82134920.000000	4.1740651324006e-08
82360565.384615	4.1785363932206e-08
82587453.994490	4.1829905766247e-08
82815596.132597	4.1874241165901e-08
83045002.216066	4.1918333516338e-08
83275682.777778	4.1962145236844e-08
83507648.467967	4.2005637770193e-08
83740910.055866	4.2048771572737e-08
83975478.431373	4.2091506105276e-08
84211364.606742	4.2133799824769e-08
84448579.718310	4.2175610176964e-08
84687135.028249	4.2216893590011e-08
84927041.926346	4.2257605469134e-08
85168311.931818	4.2297700192439e-08
85410956.695157	4.2337131107940e-08
85654988.000000	4.2375850531877e-08
85900417.765043	4.2413809748418e-08
86147258.045977	4.2450959010836e-08
86395521.037464	4.2487247544232e-08
86645219.075145	4.2522623549921e-08
86896364.637681	4.2557034211550e-08
87148970.348837	4.2590425703066e-08
87403048.979592	4.2622743198611e-08
87658613.450292	4.2653930884464e-08
87915676.832845	4.2683931973114e-08
88174252.352941	4.2712688719570e-08
88434353.392330	4.2740142440023e-08
88695993.491124	4.2766233532942e-08
88959186.350148	4.2790901502728e-08
89223945.833333	4.2814084986018e-08
89490285.970149	4.2835721780745e-08
89758220.958084	4.2855748878055e-08
90027765.165165	4.2874102497191e-08
90298933.132530	4.2890718123426e-08
90571739.577039	4.2905530549161e-08
90846199.393939	4.2918473918267e-08
91122327.659574	4.2929481773773e-08
91400139.634146	4.2938487108976e-08
91679650.764526	4.2945422422066e-08
91960876.687117	4.2950219774329e-08
92243833.230769	4.2952810852019e-08
92528536.419753	4.2953127031937e-08
92815002.476780	4.2951099450792e-08
93103247.826087	4.2946659078389e-08
93393289.096573	4.2939736794674e-08
93685143.125000	4.2930263470674e-08
93978826.959248	4.2918170053344e-08
94274357.861635	4.2903387654332e-08
94571753.312303	4.2885847642652e-08
94871031.012658	4.2865481741248e-08
95172208.888889	4.2842222127413e-08
95475305.095541	4.2816001537017e-08
95780338.019169	4.2786753372481e-08
96087326.282051	4.2754411814407e-08
96396288.745981	4.2718911936782e-08
96707244.516129	4.2680189825625e-08
97020212.944984	4.2638182700946e-08
97335213.636364	4.2592829041872e-08
97652266.449511	4.2544068714753e-08
97971391.503268	4.2491843104060e-08
98292609.180328	4.2436095245868e-08
98615940.131579	4.2376769963670e-08
98941405.280528	4.2313814006286e-08
99269025.827815	4.2247176187572e-08
99598823.255814	4.2176807527646e-08
99930819.333333	4.2102661395293e-08
100265036.12040	4.2024693651228e-08
100601495.97315	4.1942862791844e-08
100940221.54882	4.1857130093066e-08
101281235.81081	4.1767459753917e-08
101624562.03390	4.1673819039379e-08
101970223.80952	4.1576178422111e-08
102318245.05119	4.1474511722579e-08
102668650.00000	4.1368796247135e-08
103021463.23024	4.1259012923571e-08
103376709.65517	4.1145146433656e-08
103734414.53287	4.1027185342172e-08
104094603.47222	4.0905122221936e-08
104457302.43902	4.0778953774308e-08
104822537.76224	4.0648680944683e-08
105190336.14035	4.0514309032447e-08
105560724.64789	4.0375847794900e-08
105933730.74205	4.0233311544648e-08
106309382.26950	4.0086719239973e-08
106687707.47331	3.9936094567697e-08
107068735.00000	3.9781466018088e-08
107452493.90681	3.9622866951346e-08
107839013.66906	3.9460335655254e-08
108228324.18773	3.9293915393589e-08
108620455.79710	3.9123654444908e-08
109015439.27273	3.8949606131371e-08
109413305.83942	3.8771828837279e-08
109814087.17949	3.8590386017048e-08
110217815.44118	3.8405346192369e-08
110624523.24723	3.8216782938357e-08
111034243.70370	3.8024774858516e-08
